,Vanilla,Demeaned,,Vanilla Cumsum,Demeaned Cumsum
2014-07-28,0.000347144,0.000145052,,0.000467324,4.93429E-06
2014-07-29,6.11E-05,-0.000976108,,0.000408214,-0.000831056
2014-07-30,-0.000473857,-0.001739882,,-0.000412787,-0.002715989
2014-07-31,-0.000282078,-0.000559063,,-0.000755935,-0.002298945
2014-08-01,0.000856013,0.000766364,,0.000573935,0.000207301
2014-08-04,-0.000493929,-0.001156997,,0.000362084,-0.000390633
2014-08-05,0.000454187,0.000461867,,-3.97425E-05,-0.000695129
2014-08-06,-0.000471054,-0.000851271,,-1.68674E-05,-0.000389404
2014-08-07,0.000677891,0.001848848,,0.000206837,0.000997577
2014-08-08,-5.74E-05,0.000119959,,0.000620473,0.001968807
2014-08-11,-0.000130214,-0.000235415,,-0.000187632,-0.000115456
2014-08-12,0.000118953,0.000482624,,-1.1261E-05,0.000247209
2014-08-13,0.000211301,0.000581787,,0.000330254,0.00106441
2014-08-14,-0.000487754,-3.63E-05,,-0.000276453,0.000545477
2014-08-15,0.000795021,0.001132535,,0.000307268,0.001096226
2014-08-18,0.000505834,0.000694014,,0.001300855,0.001826549
2014-08-19,-5.73E-06,6.05E-05,,0.000500106,0.00075448
2014-08-20,0.000497596,0.000555439,,0.000491868,0.000615905
2014-08-21,2.94E-06,-0.00026637,,0.000500534,0.000289068
2014-08-22,0.000287578,0.000657666,,0.000290516,0.000391296
2014-08-25,-0.000301987,-0.000431254,,-1.44081E-05,0.000226412
2014-08-26,9.28E-05,0.000289802,,-0.000209215,-0.000141452
2014-08-27,-1.80E-05,0.000320811,,7.47769E-05,0.000610613
2014-08-28,0.000116581,0.000650867,,9.85864E-05,0.000971679
2014-08-29,-7.69E-06,-0.00026437,,0.00010889,0.000386497
2014-09-02,-0.000486922,-6.52E-05,,-0.000494613,-0.000329554
2014-09-03,-0.000598251,-0.000795825,,-0.001085174,-0.00086101
2014-09-04,0.00015026,0.00022047,,-0.000447992,-0.000575355
2014-09-05,-5.30E-05,7.73E-05,,9.7259E-05,0.000297769
2014-09-08,-0.000161664,-0.000822464,,-0.000214665,-0.000745165
2014-09-09,-2.46E-05,0.000284414,,-0.000186274,-0.00053805
2014-09-10,-6.76E-05,-4.25E-05,,-9.22302E-05,0.000241941
2014-09-11,-0.000281077,-0.000657074,,-0.000348697,-0.000699547
2014-09-12,0.000234431,-4.63E-05,,-4.6646E-05,-0.000703349
2014-09-15,-0.000151536,-0.000211865,,8.28952E-05,-0.00025814
2014-09-16,0.000222825,0.000304996,,7.12885E-05,9.31314E-05
2014-09-17,0.000444525,0.000230448,,0.00066735,0.000535445
2014-09-18,-0.000136393,-0.000489031,,0.000308132,-0.000258582
2014-09-19,-0.000919912,-0.001452078,,-0.001056305,-0.001941109
2014-09-22,-0.000871095,-0.001297995,,-0.001791007,-0.002750073
2014-09-23,0.000615661,0.001112355,,-0.000255435,-0.000185641
2014-09-24,-0.000975521,-0.001926294,,-0.00035986,-0.000813939
2014-09-25,0.000505652,0.001207451,,-0.000469869,-0.000718843
2014-09-26,-0.000131294,-0.000189316,,0.000374357,0.001018135
2014-09-29,-0.000532176,-0.001101503,,-0.000663471,-0.001290819
2014-09-30,-0.000949974,-0.002069437,,-0.00148215,-0.00317094
2014-10-01,0.000434679,0.00072581,,-0.000515295,-0.001343628
2014-10-02,0.000884617,0.001628375,,0.001319296,0.002354185
2014-10-03,-0.000202633,-0.000104574,,0.000681984,0.001523801
2014-10-06,-0.001295584,-0.002460827,,-0.001498217,-0.002565402
2014-10-07,0.001370562,0.002360448,,7.4978E-05,-0.00010038
2014-10-08,-0.000769058,-0.002916679,,0.000601504,-0.000556232
2014-10-09,-0.000379941,-0.001462547,,-0.001148999,-0.004379226
2014-10-10,-0.00098323,-0.002408176,,-0.001363171,-0.003870723
2014-10-13,0.001104501,0.001509009,,0.000121271,-0.000899167
2014-10-14,-0.000592591,-0.00027332,,0.00051191,0.00123569
2014-10-15,7.74E-05,0.001012168,,-0.000515152,0.000738849
2014-10-16,0.000659883,0.001016302,,0.000737322,0.002028471
2014-10-17,0.000517349,0.00095647,,0.001177232,0.001972773
2014-10-20,0.001619865,0.00315237,,0.002137214,0.00410884
2014-10-21,-0.000326537,-0.000911691,,0.001293328,0.002240679
2014-10-22,0.001182171,0.002351352,,0.000855634,0.001439661
2014-10-23,0.000710786,0.001584231,,0.001892957,0.003935583
2014-10-24,0.000421254,0.000132096,,0.00113204,0.001716327
2014-10-27,0.00113046,0.002754493,,0.001551714,0.002886589
2014-10-28,-0.000596932,-0.000766239,,0.000533529,0.001988254
2014-10-29,-0.000167474,0.000661191,,-0.000764406,-0.000105048
2014-10-30,0.000766386,0.001871296,,0.000598912,0.002532487
2014-10-31,6.52E-05,-0.000455848,,0.000831605,0.001415448
2014-11-03,0.000129379,-3.59E-05,,0.000194598,-0.00049178
2014-11-04,0.00023729,0.001108051,,0.000366669,0.001072119
2014-11-05,0.001067794,0.000794328,,0.001305084,0.001902379
2014-11-06,-0.000362506,-0.000716524,,0.000705288,7.78037E-05
2014-11-07,-5.90E-05,0.000182574,,-0.000421518,-0.000533951
2014-11-10,-2.83E-05,4.77E-05,,-8.73209E-05,0.00023031
2014-11-11,0.000434491,0.00032469,,0.000406183,0.000372426
2014-11-12,-3.58E-05,-0.00043588,,0.000398651,-0.00011119
2014-11-13,-0.000402104,-0.000329478,,-0.000437944,-0.000765358
2014-11-14,0.00031779,0.000477307,,-8.43141E-05,0.000147829
2014-11-17,0.000146998,0.000715017,,0.000464788,0.001192324
2014-11-18,8.96E-05,-0.00062542,,0.000236567,8.95972E-05
2014-11-19,0.000573611,0.000677036,,0.00066318,5.1616E-05
2014-11-20,9.98E-05,0.000605438,,0.000673423,0.001282474
2014-11-21,0.000414617,0.000438786,,0.000514429,0.001044223
2014-11-24,-9.44E-05,-0.000286168,,0.000320244,0.000152618
2014-11-25,8.43E-05,-0.000263614,,-1.00359E-05,-0.000549782
2014-11-26,-0.00024484,-0.000450569,,-0.000160502,-0.000714183
2014-11-28,-8.73E-05,-0.00038012,,-0.000332107,-0.000830689
2014-12-01,0.000595763,0.000809774,,0.000508496,0.000429653
2014-12-02,0.000135526,0.001094034,,0.000731289,0.001903807
2014-12-03,-0.000304519,-0.00073292,,-0.000168993,0.000361114
2014-12-04,0.000665708,0.000484357,,0.000361189,-0.000248563
2014-12-05,-0.001095641,-0.001937563,,-0.000429933,-0.001453206
2014-12-08,-0.000354882,-9.77E-05,,-0.001450523,-0.002035304
2014-12-09,-0.001044697,-0.002476312,,-0.001399578,-0.002574053
2014-12-10,0.001217143,0.001111178,,0.000172446,-0.001365134
2014-12-11,-0.001142056,-0.002369739,,7.50875E-05,-0.001258561
2014-12-12,0.00012388,-0.000208517,,-0.001018176,-0.002578256
2014-12-15,-0.000739724,-0.000558128,,-0.000615844,-0.000766645
2014-12-16,0.000621739,0.002484212,,-0.000117985,0.001926084
2014-12-17,0.002114855,0.003759946,,0.002736594,0.006244158
2014-12-18,-0.000604267,0.000443806,,0.001510589,0.004203752
2014-12-19,0.000900347,0.000547217,,0.000296081,0.000991023
2014-12-22,0.000855841,0.000594187,,0.001756189,0.001141404
2014-12-23,-0.00021504,4.04E-05,,0.000640802,0.000634615
2014-12-24,-0.000162896,-0.000271065,,-0.000377936,-0.000230636
2014-12-26,0.000125549,0.00028608,,-3.73468E-05,1.50153E-05
2014-12-29,-0.000717908,-0.000997927,,-0.000592359,-0.000711847
2014-12-30,-0.000542518,-0.00138325,,-0.001260426,-0.002381177
2014-12-31,-0.00028518,-0.000355282,,-0.000827698,-0.001738532
2015-01-02,-0.001718801,-0.0033864,,-0.002003982,-0.003741681
2015-01-05,-0.001271724,-0.002132947,,-0.002990526,-0.005519346
2015-01-06,0.001098003,0.001286212,,-0.000173721,-0.000846735
2015-01-07,0.002126951,0.002754514,,0.003224954,0.004040726
2015-01-08,-0.000420454,-0.001321109,,0.001706496,0.001433406
2015-01-09,-0.001723377,-0.002648017,,-0.002143831,-0.003969125
2015-01-12,9.72E-05,-2.28E-05,,-0.001626195,-0.002670807
2015-01-13,-0.001064939,-0.000932956,,-0.000967758,-0.000955746
2015-01-14,-0.000420807,-0.001599242,,-0.001485746,-0.002532198
2015-01-15,0.000765981,0.002059636,,0.000345175,0.000460393
2015-01-16,1.89E-05,0.000121893,,0.000784886,0.002181529
2015-01-20,-6.78E-06,0.000821019,,1.2127E-05,0.000942912
2015-01-21,0.001201833,0.001926947,,0.001195055,0.002747966
2015-01-22,-0.000251183,-0.001256103,,0.00095065,0.000670844
2015-01-23,0.000274954,0.000835416,,2.37715E-05,-0.000420688
2015-01-26,-0.000819854,-0.001679422,,-0.000544899,-0.000844007
2015-01-27,-0.001193043,-0.002552647,,-0.002012897,-0.004232069
2015-01-28,0.00104283,0.002104785,,-0.000150213,-0.000447862
2015-01-29,-0.002255557,-0.002732241,,-0.001212726,-0.000627456
2015-01-30,0.001246454,0.002378531,,-0.001009102,-0.00035371
2015-02-02,0.001535712,0.003124005,,0.002782166,0.005502536
2015-02-03,0.000102477,-0.000692658,,0.001638189,0.002431347
2015-02-04,0.000143977,0.001053427,,0.000246454,0.000360769
2015-02-05,0.000574842,-0.000417952,,0.00071882,0.000635475
2015-02-06,-0.000233412,-0.000354473,,0.00034143,-0.000772425
2015-02-09,0.000702272,0.001055518,,0.000468861,0.000701044
2015-02-10,3.20E-05,0.000364512,,0.000734309,0.00142003
2015-02-11,0.001290224,0.001909645,,0.001322261,0.002274157
2015-02-12,0.00110724,0.001303933,,0.002397464,0.003213577
2015-02-13,1.11E-05,0.000239417,,0.001118376,0.00154335
2015-02-17,-0.000157691,-0.000903788,,-0.000146555,-0.000664371
2015-02-18,0.000212806,-4.26E-05,,5.51149E-05,-0.000946393
2015-02-19,0.000590914,0.000839922,,0.00080372,0.000797317
2015-02-20,-0.000112604,-0.0003987,,0.00047831,0.000441222
2015-02-23,-1.73E-05,0.000310045,,-0.000129936,-8.8655E-05
2015-02-24,0.000346019,0.000312113,,0.000328687,0.000622157
2015-02-25,-0.000485649,-0.000754591,,-0.000139631,-0.000442478
2015-02-26,-0.000358492,-0.000328651,,-0.000844141,-0.001083242
2015-02-27,0.000405287,0.000527352,,4.67957E-05,0.000198702
2015-03-02,-0.00032426,-0.000513229,,8.10271E-05,1.41233E-05
2015-03-03,-0.000738548,-0.001203797,,-0.001062808,-0.001717026
2015-03-04,0.000339063,0.000697287,,-0.000399485,-0.00050651
2015-03-05,-0.000663995,-0.002437897,,-0.000324932,-0.00174061
2015-03-06,-0.000212929,5.82E-06,,-0.000876924,-0.00243208
2015-03-09,-0.001088518,-0.002113826,,-0.001301447,-0.002108008
2015-03-10,6.73E-05,0.000156836,,-0.001021198,-0.00195699
2015-03-11,0.000724361,0.002045093,,0.000791681,0.002201929
2015-03-12,-0.000806045,-0.001479484,,-8.16834E-05,0.000565609
2015-03-13,0.001649799,0.0026828,,0.000843754,0.001203316
2015-03-16,-4.87E-05,-0.000238884,,0.001601123,0.002443915
2015-03-17,0.000856975,0.002531767,,0.000808299,0.002292883
2015-03-18,4.30E-06,-0.000900771,,0.000861276,0.001630996
2015-03-19,0.001208002,0.001925146,,0.001212304,0.001024375
2015-03-20,-2.27E-05,-9.62E-06,,0.001185327,0.001915529
2015-03-23,-0.00051622,-0.001182392,,-0.000538895,-0.001192008
2015-03-24,-0.001100171,-0.002412523,,-0.001616392,-0.003594915
2015-03-25,-0.00077738,-0.00046796,,-0.001877551,-0.002880483
2015-03-26,0.000669294,0.000357524,,-0.000108086,-0.000110436
2015-03-27,0.001095,0.001749134,,0.001764294,0.002106658
2015-03-30,-0.000557158,-0.00091268,,0.000537843,0.000836454
2015-03-31,-0.000710165,-0.000980477,,-0.001267322,-0.001893158
2015-04-01,0.000881503,0.001218929,,0.000171338,0.000238451
2015-04-02,0.00048555,0.001079282,,0.001367053,0.002298211
2015-04-06,-0.000263825,-0.000919891,,0.000221725,0.000159391
2015-04-07,-0.00027582,0.000201646,,-0.000539645,-0.000718245
2015-04-08,0.00038467,0.000534773,,0.000108849,0.000736418
2015-04-09,0.000402365,0.000668442,,0.000787035,0.001203214
2015-04-10,-0.000362878,-0.000590549,,3.94877E-05,7.78925E-05
2015-04-13,0.000101795,0.000572301,,-0.000261083,-1.82478E-05
2015-04-14,0.000421698,0.001492534,,0.000523493,0.002064836
2015-04-15,-0.000449982,-0.000479805,,-2.82835E-05,0.001012729
2015-04-16,-0.000817349,-0.001904298,,-0.001267331,-0.002384103
2015-04-17,0.000556723,0.001795767,,-0.000260626,-0.000108531
2015-04-20,-0.000309036,-0.000427957,,0.000247687,0.001367811
2015-04-21,-2.45E-05,0.000279885,,-0.000333537,-0.000148072
2015-04-22,0.000100278,0.000304259,,7.57761E-05,0.000584144
2015-04-23,2.94E-06,0.000527743,,0.000103217,0.000832002
2015-04-24,-0.000757686,-0.001335528,,-0.000754747,-0.000807785
2015-04-27,0.000294278,0.000719233,,-0.000463408,-0.000616295
2015-04-28,-0.0005539,-0.00025055,,-0.000259622,0.000468682
2015-04-29,-0.000696555,-0.002054097,,-0.001250455,-0.002304647
2015-04-30,0.000499017,0.00087942,,-0.000197538,-0.001174677
2015-05-01,0.000124775,0.000225366,,0.000623792,0.001104786
2015-05-04,-0.001586116,-0.001935526,,-0.001461341,-0.00171016
2015-05-05,-0.000478463,-0.001024862,,-0.002064578,-0.002960388
2015-05-06,0.000327481,0.000861738,,-0.000150981,-0.000163123
2015-05-07,0.001482669,0.002298659,,0.00181015,0.003160397
2015-05-08,-0.00045556,-0.000553757,,0.001027109,0.001744901
2015-05-11,-0.000211289,-0.00046245,,-0.000666849,-0.001016207
2015-05-12,-0.000180681,0.000170141,,-0.00039197,-0.000292309
2015-05-13,0.001067234,0.001612803,,0.000886553,0.001782944
2015-05-14,-6.21E-05,8.49E-06,,0.001005173,0.001621294
2015-05-15,0.000392886,6.91E-05,,0.000330825,7.75629E-05
2015-05-18,-0.000235007,-0.000463621,,0.000157879,-0.00039455
2015-05-19,0.000378531,0.000420096,,0.000143524,-4.35247E-05
2015-05-20,4.06E-05,0.000365035,,0.000419132,0.000785131
2015-05-21,-9.99E-05,0.000135058,,-5.93083E-05,0.000500092
2015-05-22,-0.001152738,-0.002368032,,-0.001252648,-0.002232974
2015-05-26,0.000588478,0.00108775,,-0.000564261,-0.001280281
2015-05-27,-0.000948108,-0.000715353,,-0.00035963,0.000372397
2015-05-28,-0.001214462,-0.001521508,,-0.00216257,-0.002236861
2015-05-29,0.000616748,0.000512412,,-0.000597714,-0.001009096
2015-06-01,-0.000153828,6.33E-05,,0.00046292,0.000575667
2015-06-02,0.000500902,0.000716616,,0.000347074,0.000779871
2015-06-03,-0.000832112,-0.001514082,,-0.00033121,-0.000797466
2015-06-04,0.000255621,0.000521875,,-0.000576491,-0.000992207
2015-06-05,-0.001022974,-0.001079066,,-0.000767353,-0.000557191
2015-06-08,-0.000137644,-0.00018728,,-0.001160618,-0.001266347
2015-06-09,0.001568464,0.001954715,,0.00143082,0.001767435
2015-06-10,0.000473201,0.000811823,,0.002041665,0.002766538
2015-06-11,-0.000361229,-0.000797015,,0.000111972,1.48074E-05
2015-06-12,-0.000365047,-0.000602539,,-0.000726276,-0.001399554
2015-06-15,0.000628249,0.000731646,,0.000263202,0.000129107
2015-06-16,0.000910647,0.000617702,,0.001538896,0.001349347
2015-06-17,0.001226445,0.001336424,,0.002137092,0.001954126
2015-06-18,-0.000776802,-0.001199882,,0.000449643,0.000136541
2015-06-19,0.000156501,0.000744502,,-0.000620301,-0.00045538
2015-06-22,0.000184686,9.71E-06,,0.000341187,0.000754209
2015-06-23,-0.000927811,-0.001115263,,-0.000743125,-0.001105556
2015-06-24,-0.000509873,-0.001160012,,-0.001437684,-0.002275275
2015-06-25,0.000738932,0.000833046,,0.000229058,-0.000326966
2015-06-26,-0.002892913,-0.003852055,,-0.002153982,-0.003019009
2015-06-29,-4.61E-06,0.000191623,,-0.002897528,-0.003660432
2015-06-30,0.000973635,0.000894875,,0.00096902,0.001086498
2015-07-01,6.89E-05,1.60E-05,,0.001042522,0.000910845
2015-07-02,-0.000204394,-0.000423721,,-0.000135507,-0.000407751
2015-07-06,0.000892942,0.0016509,,0.000688547,0.001227179
2015-07-07,-0.00232812,-0.002807777,,-0.001435178,-0.001156877
2015-07-08,0.000786634,0.000911428,,-0.001541486,-0.001896349
2015-07-09,0.001131172,0.001202076,,0.001917806,0.002113504
2015-07-10,0.001538025,0.001970331,,0.002669197,0.003172407
2015-07-13,-0.000240395,0.000233551,,0.00129763,0.002203882
2015-07-14,-0.000577729,-0.000738118,,-0.000818124,-0.000504567
2015-07-15,0.000522844,0.000648084,,-5.48849E-05,-9.00337E-05
2015-07-16,-0.001494925,-0.001803082,,-0.000972081,-0.001154997
2015-07-17,-0.000461359,-7.60E-05,,-0.001956284,-0.001879032
2015-07-20,7.82E-05,-0.000418434,,-0.000383154,-0.000494385
2015-07-21,0.000649864,0.000857468,,0.00072807,0.000439034
2015-07-22,-0.000940679,-0.00136112,,-0.000290815,-0.000503652
2015-07-23,-0.00076035,-0.00090418,,-0.00170103,-0.0022653
2015-07-24,-0.000989875,-0.000839114,,-0.001750226,-0.001743294
2015-07-27,0.001393948,0.002129818,,0.000404072,0.001290704
2015-07-28,0.000803277,0.00142702,,0.002197225,0.003556838
2015-07-29,-0.000351637,-0.000508556,,0.00045164,0.000918463
2015-07-30,0.000500209,0.000696462,,0.000148572,0.000187906
2015-07-31,-0.00100971,-0.000593394,,-0.000509501,0.000103069
2015-08-03,-0.000415672,-0.000549249,,-0.001425382,-0.001142643
2015-08-04,-6.49E-05,0.000217157,,-0.000480535,-0.000332092
2015-08-05,-0.000744374,-0.000226222,,-0.000809238,-9.06503E-06
2015-08-06,0.000450091,-0.000139812,,-0.000294283,-0.000366034
2015-08-07,0.002163367,0.002520411,,0.002613458,0.002380599
2015-08-10,-0.000635054,-0.000855504,,0.001528313,0.001664907
2015-08-11,-0.000219835,0.00018366,,-0.000854889,-0.000671844
2015-08-12,-0.000749723,-0.000629208,,-0.000969558,-0.000445548
2015-08-13,0.000157769,0.000558627,,-0.000591953,-7.05808E-05
2015-08-14,0.001023702,0.000966387,,0.001181471,0.001525014
2015-08-17,-0.001033026,-0.000230245,,-9.32382E-06,0.000736142
2015-08-18,-0.000686836,-0.00105553,,-0.001719862,-0.001285775
2015-08-19,-0.002163501,-0.003339726,,-0.002850337,-0.004395255
2015-08-20,-0.002538636,-0.004692464,,-0.004702137,-0.008032189
2015-08-21,-0.005237334,-0.007213951,,-0.00777597,-0.011906415
2015-08-24,-0.00131428,-0.002642483,,-0.006551614,-0.009856435
2015-08-25,0.003554314,0.004932585,,0.002240034,0.002290102
2015-08-26,0.002884659,0.003894052,,0.006438974,0.008826637
2015-08-27,-8.39E-05,0.000590818,,0.00280072,0.004484869
2015-08-28,-0.000927966,-0.001231284,,-0.001011905,-0.000640467
2015-08-31,-0.003258109,-0.00469175,,-0.004186075,-0.005923034
2015-09-01,0.001883986,0.002420551,,-0.001374123,-0.002271199
2015-09-02,0.000437743,0.000822141,,0.002321729,0.003242693
2015-09-03,-0.001880632,-0.00289842,,-0.001442889,-0.002076279
2015-09-04,0.002883678,0.003997542,,0.001003046,0.001099121
2015-09-08,-0.000918997,-0.00173578,,0.001964681,0.002261761
2015-09-09,-2.63E-05,0.000550185,,-0.000945282,-0.001185595
2015-09-10,0.001007489,0.000828714,,0.000981203,0.001378899
2015-09-11,-0.000341063,-0.000592421,,0.000666426,0.000236293
2015-09-14,0.001310271,0.002071577,,0.000969208,0.001479156
2015-09-15,0.001956161,0.002259499,,0.003266432,0.004331076
2015-09-16,-0.000621134,-0.00013453,,0.001335027,0.00212497
2015-09-17,-0.001467301,-0.003206493,,-0.002088434,-0.003341023
2015-09-18,0.000325147,0.00045026,,-0.001142154,-0.002756233
2015-09-21,-0.001887248,-0.002352379,,-0.001562101,-0.001902119
2015-09-22,8.75E-05,-0.000440305,,-0.00179979,-0.002792684
2015-09-23,-0.001019493,-0.000977358,,-0.000932035,-0.001417663
2015-09-24,0.000337047,0.000477849,,-0.000682446,-0.000499509
2015-09-25,-0.003342472,-0.004096543,,-0.003005425,-0.003618694
2015-09-28,0.000712407,0.000754311,,-0.002630065,-0.003342232
2015-09-29,0.001372383,0.002487699,,0.00208479,0.00324201
2015-09-30,0.000770784,0.000595525,,0.002143167,0.003083224
2015-10-01,0.001257799,0.002231961,,0.002028583,0.002827486
2015-10-02,0.001816478,0.003905636,,0.003074277,0.006137597
2015-10-05,-0.000381257,-0.000233491,,0.001435221,0.003672145
2015-10-06,0.001844153,0.001983334,,0.001462896,0.001749843
2015-10-07,0.001149647,0.00269936,,0.0029938,0.004682694
2015-10-08,0.000131157,0.000532299,,0.001280804,0.003231659
2015-10-09,-0.000590933,-0.000217101,,-0.000459776,0.000315198
2015-10-12,-0.000913228,-0.001440682,,-0.001504161,-0.001657783
2015-10-13,-0.000842525,-0.001975469,,-0.001755753,-0.003416151
2015-10-14,0.001434456,0.002298615,,0.000591931,0.000323145
2015-10-15,-5.82E-05,-0.000505916,,0.001376302,0.001792699
2015-10-16,0.000200199,0.000281143,,0.000142044,-0.000224772
2015-10-19,0.000618184,0.000954157,,0.000818384,0.0012353
2015-10-20,-0.000310108,-0.000807548,,0.000308077,0.000146608
2015-10-21,5.47E-05,0.001317074,,-0.000255365,0.000509525
2015-10-22,0.000920791,0.001178123,,0.000975534,0.002495197
2015-10-23,0.000262776,0.000385108,,0.001183567,0.001563231
2015-10-26,-0.000856465,-0.001153334,,-0.000593689,-0.000768226
2015-10-27,0.002072154,0.002487716,,0.001215689,0.001334382
2015-10-28,-0.000521128,-0.000269541,,0.001551026,0.002218174
2015-10-29,0.000300221,4.27E-05,,-0.000220908,-0.000226801
2015-10-30,0.001319023,0.002581125,,0.001619244,0.002623865
2015-11-02,0.000249832,0.000322865,,0.001568855,0.00290399
2015-11-03,5.71E-05,-0.000393355,,0.000306887,-7.04899E-05
2015-11-04,7.00E-05,0.000506043,,0.000127075,0.000112688
2015-11-05,0.000562401,-0.000664902,,0.00063242,-0.000158859
2015-11-06,-0.001295211,-0.00153989,,-0.00073281,-0.002204792
2015-11-09,0.000244273,0.0010086,,-0.001050938,-0.00053129
2015-11-10,-0.000480627,-0.000553724,,-0.000236354,0.000454876
2015-11-11,-0.002004388,-0.002858811,,-0.002485015,-0.003412535
2015-11-12,-0.00047534,-0.001474853,,-0.002479728,-0.004333664
2015-11-13,0.000990819,0.002217921,,0.000515478,0.000743068
2015-11-16,-1.22E-05,-0.000355278,,0.000978634,0.001862643
2015-11-17,0.002516835,0.003293113,,0.002504651,0.002937835
2015-11-18,-0.000356649,-3.93E-05,,0.002160186,0.003253815
2015-11-19,0.000591158,0.000893408,,0.000234509,0.00085411
2015-11-20,0.000389263,-0.000158237,,0.000980421,0.000735171
2015-11-23,0.000421772,0.000461999,,0.000811035,0.000303763
2015-11-24,6.95E-05,-0.000353788,,0.000491299,0.000108211
2015-11-25,-3.08E-05,-5.73E-06,,3.87668E-05,-0.000359522
2015-11-27,-0.000158286,-0.000362687,,-0.000189046,-0.000368421
2015-11-30,0.001153251,0.001424321,,0.000994965,0.001061634
2015-12-01,-0.001328576,-0.00238146,,-0.000175325,-0.000957139
2015-12-02,-0.001666389,-0.00238392,,-0.002994964,-0.00476538
2015-12-03,0.002255205,0.002595353,,0.000588816,0.000211433
2015-12-04,-0.000997021,-0.001215918,,0.001258184,0.001379434
2015-12-07,-0.000908612,-0.001186992,,-0.001905633,-0.002402911
2015-12-08,-0.000501075,-0.00073163,,-0.001409686,-0.001918622
2015-12-09,0.000817299,0.000294587,,0.000316224,-0.000437042
2015-12-10,-0.002430122,-0.002785808,,-0.001612823,-0.002491221
2015-12-11,0.000140003,0.000797747,,-0.002290119,-0.001988062
2015-12-14,0.000733114,0.001339699,,0.000873117,0.002137446
2015-12-15,0.001994335,0.003048092,,0.002727449,0.004387792
2015-12-16,-0.00192222,-0.002407529,,7.21151E-05,0.000640563
2015-12-17,-0.001747679,-0.002607846,,-0.003669899,-0.005015375
2015-12-18,0.001047173,0.000957281,,-0.000700506,-0.001650565
2015-12-21,0.000447346,0.001268071,,0.001494519,0.002225352
2015-12-22,0.001847459,0.002664928,,0.002294805,0.003932999
2015-12-23,0.000274015,-9.29E-05,,0.002121474,0.002572022
2015-12-24,-0.000253494,-0.000233794,,2.05215E-05,-0.0003267
2015-12-28,0.001244296,0.001668462,,0.000990802,0.001434668
2015-12-29,-0.000832501,-0.000837507,,0.000411795,0.000830954
2015-12-30,-0.000728597,-0.001532279,,-0.001561098,-0.002369786
2015-12-31,-0.001825472,-0.002947451,,-0.002554068,-0.00447973
2016-01-04,0.000247898,0.000856718,,-0.001577574,-0.002090733
2016-01-05,-0.002040068,-0.002433301,,-0.00179217,-0.001576583
2016-01-06,-0.002730763,-0.004669282,,-0.00477083,-0.007102583
2016-01-07,-0.001340349,-0.001576732,,-0.004071111,-0.006246015
2016-01-08,-0.00027144,-0.000769361,,-0.001611789,-0.002346093
2016-01-11,5.53E-05,0.00045416,,-0.000216117,-0.0003152
2016-01-12,-0.003376533,-0.004561413,,-0.003321211,-0.004107253
2016-01-13,0.000353782,0.002193115,,-0.003022751,-0.002368298
2016-01-14,-0.000847113,-0.001823627,,-0.000493331,0.000369488
2016-01-15,-0.000701859,-0.000763315,,-0.001548972,-0.002586942
2016-01-19,0.000430138,-0.001372563,,-0.000271721,-0.002135879
2016-01-20,0.000476489,0.000837526,,0.000906627,-0.000535037
2016-01-21,0.00113131,0.002361624,,0.0016078,0.00319915
2016-01-22,-0.001313044,-0.002167044,,-0.000181734,0.00019458
2016-01-25,0.0022109,0.002775122,,0.000897856,0.000608078
2016-01-26,-0.001780332,-0.001541622,,0.000430569,0.0012335
2016-01-27,-0.000115537,0.000812007,,-0.001895868,-0.000729615
2016-01-28,0.002681013,0.004099008,,0.002565476,0.004911015
2016-01-29,-0.000396975,-0.000534716,,0.002284038,0.003564292
2016-02-01,-0.002478921,-0.002761171,,-0.002875896,-0.003295887
2016-02-02,0.001743575,0.002378438,,-0.000735346,-0.000382732
2016-02-03,0.002719569,0.002719015,,0.004463145,0.005097453
2016-02-04,-0.001335913,-0.002170081,,0.001383656,0.000548934
2016-02-05,-0.002870102,-0.003811143,,-0.004206015,-0.005981224
2016-02-08,-0.000838858,-0.000146886,,-0.00370896,-0.003958029
2016-02-09,0.000566985,0.000170265,,-0.000271873,2.33786E-05
2016-02-10,-0.002157907,-0.003010661,,-0.001590923,-0.002840396
2016-02-11,0.002991353,0.003423207,,0.000833446,0.000412545
2016-02-12,0.001132306,0.002277,,0.004123659,0.005700207
2016-02-16,0.002825573,0.00295549,,0.003957878,0.005232489
2016-02-17,-0.00079275,-0.000675435,,0.002032823,0.002280054
2016-02-18,-0.000335712,-0.000194486,,-0.001128462,-0.000869922
2016-02-19,0.002259171,0.003355462,,0.001923459,0.003160976
2016-02-22,-0.001049589,-0.001434873,,0.001209582,0.001920589
2016-02-23,0.001085426,0.00095762,,3.58371E-05,-0.000477253
2016-02-24,0.000925,0.001575608,,0.002010426,0.002533228
2016-02-25,0.000266388,0.000238005,,0.001191389,0.001813613
2016-02-26,-0.000938456,-0.001068628,,-0.000672067,-0.000830623
2016-02-29,0.002822658,0.003833567,,0.001884202,0.002764939
2016-03-01,0.0012476,0.001937503,,0.004070258,0.00577107
2016-03-02,0.001127108,0.001320468,,0.002374708,0.00325797
2016-03-03,0.001389516,0.002617962,,0.002516624,0.00393843
2016-03-04,0.000517696,0.000860064,,0.001907211,0.003478026
2016-03-07,-0.001762539,-0.002563737,,-0.001244843,-0.001703673
